Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1774587958,5,,Aggregated,1.500000,0.000000,1400,1500,1500,1500,1600,1900,2200,2500,2500,2500,2500,178,0,1400.0,1253.5948000005917,247.76910000946373,2519.8884999845177,425.938202247191
1774587959,5,,Aggregated,1.600000,0.000000,1400,1500,1500,1500,1600,1900,2200,2500,2500,2500,2500,181,0,1400.0,1250.1510795587237,247.76910000946373,2519.8884999845177,424.2817679558011
1774587960,5,,Aggregated,1.500000,0.000000,1400,1500,1500,1500,1600,1900,2200,2500,2500,2500,2500,183,0,1400.0,1251.8252087438916,247.76910000946373,2519.8884999845177,425.4918032786885
1774587961,5,,Aggregated,1.500000,0.000000,1400,1500,1500,1500,1600,1900,2200,2500,2500,2500,2500,184,0,1400.0,1252.144135326924,247.76910000946373,2519.8884999845177,426.2228260869565
1774587962,5,,Aggregated,1.600000,0.000000,1400,1500,1500,1500,1600,1900,2200,2500,2500,2500,2500,186,0,1400.0,1253.1810241944772,247.76910000946373,2519.8884999845177,427.09139784946234
1774587963,5,,Aggregated,1.500000,0.000000,1400,1500,1500,1500,1600,1900,2200,2500,2500,2500,2500,187,0,1400.0,1253.5442502681728,247.76910000946373,2519.8884999845177,427.7486631016043
1774587964,5,,Aggregated,1.500000,0.000000,1400,1500,1500,1500,1600,1900,2200,2500,2500,2500,2500,188,0,1400.0,1255.066931915551,247.76910000946373,2519.8884999845177,428.1489361702128
1774587965,5,,Aggregated,1.500000,0.000000,1400,1500,1500,1500,1600,1900,2200,2500,2500,2500,2500,191,0,1400.0,1250.5522492157017,247.76910000946373,2519.8884999845177,427.0785340314136
1774587966,5,,Aggregated,1.600000,0.000000,1400,1400,1500,1500,1600,1900,2200,2500,2500,2500,2500,193,0,1400.0,1251.129054923426,247.76910000946373,2519.8884999845177,428.1295336787565
1774587967,5,,Aggregated,1.400000,0.000000,1400,1400,1500,1500,1600,1900,2200,2500,2500,2500,2500,195,0,1400.0,1245.9866600009636,247.76910000946373,2519.8884999845177,426.24615384615385
1774587968,5,,Aggregated,1.400000,0.000000,1400,1400,1500,1500,1600,1900,2200,2500,2500,2500,2500,195,0,1400.0,1245.9866600009636,247.76910000946373,2519.8884999845177,426.24615384615385
1774587969,5,,Aggregated,1.700000,0.000000,1400,1400,1500,1500,1600,1900,2200,2500,2500,2500,2500,196,0,1400.0,1245.9717352051355,247.76910000946373,2519.8884999845177,426.8775510204082
1774587970,5,,Aggregated,1.700000,0.000000,1400,1400,1500,1500,1600,1900,2200,2500,2500,2500,2500,198,0,1400.0,1248.567525758655,247.76910000946373,2519.8884999845177,427.57575757575756
1774587971,5,,Aggregated,1.700000,0.000000,1400,1500,1500,1500,1600,1900,2200,2500,2500,2500,2500,200,0,1400.0,1250.4432965011802,247.76910000946373,2519.8884999845177,428.725
1774587972,5,,Aggregated,1.400000,0.000000,1400,1400,1500,1500,1600,1900,2200,2400,2500,2500,2500,202,0,1400.0,1245.9103445557641,247.76910000946373,2519.8884999845177,427.2524752475247
1774587973,5,,Aggregated,1.700000,0.000000,1400,1500,1500,1500,1600,1900,2200,2400,2500,2500,2500,205,0,1400.0,1249.8900175622732,247.76910000946373,2519.8884999845177,428.78536585365856
1774587974,5,,Aggregated,1.700000,0.000000,1400,1500,1500,1500,1600,1900,2200,2400,2500,2500,2500,205,0,1400.0,1249.8900175622732,247.76910000946373,2519.8884999845177,428.78536585365856
1774587975,5,,Aggregated,1.700000,0.000000,1400,1500,1500,1500,1600,1900,2200,2400,2500,2500,2500,208,0,1400.0,1240.2526307708356,247.76910000946373,2519.8884999845177,425.0192307692308
1774587976,5,,Aggregated,1.700000,0.000000,1400,1400,1500,1500,1600,1900,2200,2400,2500,2500,2500,209,0,1400.0,1240.2586397145647,247.76910000946373,2519.8884999845177,425.49282296650716
1774587977,5,,Aggregated,2.000000,0.000000,1400,1500,1500,1500,1600,1900,2200,2400,2500,2500,2500,211,0,1400.0,1243.0652061626822,247.76910000946373,2519.8884999845177,425.9952606635071
